elapsed_seconds,loss_max,loss_median,loss_min,loss_q25,loss_q75,method,method_label,rel_error_max,rel_error_median,rel_error_min,rel_error_q25,rel_error_q75,task_id
640.0,0.002058355376463649,8.715902804557343e-05,6.134919874206677e-05,8.383217038660786e-05,0.0001035076499414799,real_tanh_autodiff,"Real AD (float32, tanh)",0.07685132642558981,0.06970339365191544,0.053402128104412874,0.06587025219167163,0.07025286543975905,zk_2d_o3
660.0,0.001595231385431501,0.00046182682932619277,4.7160455885173506e-05,9.160241934139074e-05,0.0005318385811795613,real_tanh_autodiff,"Real AD (float32, tanh)",0.07180982389527799,0.06114832619206785,0.04924094271325665,0.05299359378524422,0.06348180716523585,zk_2d_o3
680.0,0.0028585785999556772,0.0004793487651098613,9.446870336939501e-05,0.0003393707530483754,0.0018858886379224677,real_tanh_autodiff,"Real AD (float32, tanh)",0.07904738505172022,0.06850589423100001,0.052830298813282654,0.0618655076079746,0.07165705044735318,zk_2d_o3
700.0,0.0001456030326839878,7.457841957351585e-05,4.381333860256832e-05,4.625060714758479e-05,0.00011626110538227818,real_tanh_autodiff,"Real AD (float32, tanh)",0.06618144418375009,0.05837540032296567,0.04480375110517129,0.04733279818949605,0.06259017007389142,zk_2d_o3
720.0,0.00014573420738189403,8.517738290591618e-05,4.261947456239002e-05,6.062758618022844e-05,9.411251095543149e-05,real_tanh_autodiff,"Real AD (float32, tanh)",0.06277923778892337,0.05763999937238117,0.043502335249949405,0.048509653208221856,0.05828602501397911,zk_2d_o3
740.0,0.00025769818480557595,0.00011880162498162939,6.120810251756635e-05,0.00010653024684318958,0.0002336461518068687,real_tanh_autodiff,"Real AD (float32, tanh)",0.06264657671619926,0.05433603509049834,0.0428498933490964,0.043248833557228965,0.05926901640653845,zk_2d_o3
760.0,0.0001238790130818641,6.899642895217955e-05,4.970328422580661e-05,6.688326484005256e-05,8.20118067135408e-05,real_tanh_autodiff,"Real AD (float32, tanh)",0.05579606503118838,0.053090023345669764,0.03860454983799203,0.04242924802218062,0.05576086585768794,zk_2d_o3
780.0,0.00032832364746939087,0.0002450673359338144,4.6724809933864214e-05,6.029997145565937e-05,0.0003278264246861464,real_tanh_autodiff,"Real AD (float32, tanh)",0.05594924395867122,0.05045695512136563,0.04350239108397029,0.04365577563687283,0.05333220697465471,zk_2d_o3
800.0,0.00013797097620691807,8.383422457075146e-05,4.5585844000937584e-05,4.8888726502578633e-05,9.71610163795581e-05,real_tanh_autodiff,"Real AD (float32, tanh)",0.0518879288029906,0.04831421221042865,0.036706785022711255,0.03728268617241747,0.0512920250348035,zk_2d_o3
820.0,0.0008189238933006249,7.815747123276074e-05,3.349392518777423e-05,5.857131560518504e-05,8.188483307864435e-05,real_tanh_autodiff,"Real AD (float32, tanh)",0.05388169903145309,0.04799487381421841,0.03529365912730458,0.037374154437991955,0.049297231308160695,zk_2d_o3
