task_id,variant,time_s,median_l2,q25_l2,q75_l2,median_best_l2,q25_best_l2,q75_best_l2,n_seeds
chirp_a2,fourier,1012.362207,9.9204501799e-01,9.5645536537e-01,1.0379017112e+00,9.9204501799e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1019.066592,9.9148965832e-01,9.5586905539e-01,1.0373269792e+00,9.9148965832e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1025.770978,9.9094119816e-01,9.5529113647e-01,1.0367596062e+00,9.9094119816e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1032.475363,9.9039954493e-01,9.5472079887e-01,1.0361998714e+00,9.9039954493e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1039.179749,9.8986401413e-01,9.5415713852e-01,1.0356463033e+00,9.8986401413e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1045.884134,9.8933507222e-01,9.5360250004e-01,1.0350988557e+00,9.8933507222e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1052.588520,9.8881170204e-01,9.5305346672e-01,1.0345576067e+00,9.8881170204e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1059.292905,9.8829363992e-01,9.5251051366e-01,1.0340217414e+00,9.8829363992e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1065.997291,9.8777998263e-01,9.5197306846e-01,1.0334908881e+00,9.8777998263e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1072.701676,9.8727101642e-01,9.5144105393e-01,1.0329651094e+00,9.8727101642e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1079.406061,9.8676618312e-01,9.5091425590e-01,1.0324442323e+00,9.8676618312e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1086.110447,9.8626495068e-01,9.5039120012e-01,1.0319271066e+00,9.8626495068e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1092.814832,9.8576725057e-01,9.4987229948e-01,1.0314139804e+00,9.8576725057e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1099.519218,9.8527288563e-01,9.4935637415e-01,1.0309036625e+00,9.8527288563e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1106.223603,9.8478090668e-01,9.4884307315e-01,1.0303960613e+00,9.8478090668e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1112.927989,9.8429099208e-01,9.4833194180e-01,1.0298910335e+00,9.8429099208e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1119.632374,9.8380207911e-01,9.4782285771e-01,1.0293882744e+00,9.8380207911e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1126.336760,9.8331424978e-01,9.4731510165e-01,1.0288865291e+00,9.8331424978e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1133.041145,9.8282679367e-01,9.4680837868e-01,1.0283863330e+00,9.8282679367e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1139.745531,9.8233938293e-01,9.4630201114e-01,1.0278878811e+00,9.8233938293e-01,9.3294734309e-01,1.0278878811e+00,5
chirp_a2,fourier,1146.449916,9.8185140212e-01,9.4579488675e-01,1.0303044258e+00,9.8185140212e-01,9.3294734309e-01,1.0277113481e+00,5
chirp_a2,fourier,1153.154302,9.7886144396e-01,9.5558322976e-01,1.0276637349e+00,9.7876204235e-01,9.3294734309e-01,1.0253661613e+00,5
chirp_a2,fourier,1159.858687,9.8345807287e-01,9.4649113986e-01,1.0274267372e+00,9.7876204235e-01,9.3294734309e-01,1.0253661613e+00,5
chirp_a2,fourier,1166.563073,9.8203569878e-01,9.4572982453e-01,1.0269590439e+00,9.7876204235e-01,9.3294734309e-01,1.0253661613e+00,5
chirp_a2,fourier,1173.267458,9.8140648304e-01,9.4529631977e-01,1.0264946112e+00,9.7876204235e-01,9.3294734309e-01,1.0253661613e+00,5
chirp_a2,fourier,1179.971844,9.8094062855e-01,9.4480560497e-01,1.0260285590e+00,9.7876204235e-01,9.3294734309e-01,1.0253661613e+00,5
chirp_a2,fourier,1186.676229,9.8047525536e-01,9.4432875990e-01,1.0255643051e+00,9.7876204235e-01,9.3294734309e-01,1.0253661613e+00,5
chirp_a2,fourier,1193.380615,9.8001524793e-01,9.4385582950e-01,1.0251000146e+00,9.7876204235e-01,9.3294734309e-01,1.0251000146e+00,5
chirp_a2,fourier,1200.085000,9.8189402606e-01,9.4656900951e-01,1.0264063029e+00,9.7876204235e-01,9.3294734309e-01,1.0248253841e+00,5
chirp_a2,mscale,0.000000,1.5084296669e+00,1.4380442365e+00,1.7552399257e+00,1.5084296669e+00,1.4380442365e+00,1.7552399257e+00,5
chirp_a2,mscale,6.704788,1.5398706133e+00,1.4459207237e+00,1.9466129159e+00,1.4459207237e+00,1.4380442365e+00,1.5398706133e+00,5
chirp_a2,mscale,13.409575,1.9033881797e+00,1.8416900560e+00,2.0667860110e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,20.114363,2.1270591580e+00,2.0149629562e+00,2.2629960255e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,26.819151,2.2993515453e+00,2.1284070461e+00,2.3835300841e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,33.523939,2.4180958986e+00,2.2260570518e+00,2.4750890444e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,40.228726,2.5147564901e+00,2.3195422119e+00,2.5571852869e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,46.933514,2.6048576772e+00,2.4083764030e+00,2.6311910603e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,53.638302,2.6882891541e+00,2.4903660784e+00,2.6987302593e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,60.343089,2.7608499071e+00,2.5642718252e+00,2.7642571888e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,67.047877,2.8174303879e+00,2.6288113931e+00,2.8313738602e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,73.752665,2.8664404746e+00,2.6830018927e+00,2.8883991880e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,80.457453,2.8244544700e+00,2.7264528258e+00,2.9350091186e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,87.162240,2.8357316092e+00,2.7593994544e+00,2.9717369163e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,93.867028,2.8591226444e+00,2.7826114466e+00,2.9903825873e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,100.571816,2.8746243246e+00,2.7980321297e+00,2.9723796690e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,107.276603,2.8828568958e+00,2.7883524087e+00,2.9484970636e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,113.981391,2.8850377903e+00,2.7050800586e+00,2.9571250341e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,120.686179,2.8825211251e+00,2.7052798018e+00,2.9607447871e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,127.390966,2.8764164306e+00,2.7086585793e+00,2.9601538482e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,134.095754,2.8675998176e+00,2.7111089010e+00,2.9560636788e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,140.800542,2.8568154669e+00,2.7113807853e+00,2.9493044025e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,147.505330,2.8444856043e+00,2.7103953864e+00,2.9404307852e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,154.210117,2.8309004108e+00,2.7085404936e+00,2.9678652483e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,160.914905,2.8162450357e+00,2.7060389878e+00,2.8906971480e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,167.619693,2.8006234554e+00,2.7030171418e+00,2.8800950176e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,174.324480,2.6995305405e+00,2.6907052927e+00,2.8668858348e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,181.029268,2.6956237198e+00,2.6037084802e+00,2.8543916286e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,187.734056,2.6913229792e+00,2.5898758996e+00,2.8401523305e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,194.438844,2.6866371493e+00,2.5794897614e+00,2.8247752299e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,201.143631,2.6815759945e+00,2.5679326486e+00,2.8085077196e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,207.848419,2.6761343596e+00,2.5551233445e+00,2.7915268759e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,214.553207,2.6703100512e+00,2.5414565673e+00,2.7739397811e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,221.257994,2.5964369083e+00,2.4439031778e+00,2.7558367116e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,227.962782,2.4583462696e+00,2.4445391438e+00,2.7373094641e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,234.667570,2.4443734379e+00,2.4378216044e+00,2.7184055951e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,241.372358,2.4435167265e+00,2.4347244066e+00,2.6991819605e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,248.077145,2.4420167089e+00,2.4323844665e+00,2.7022115656e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,254.781933,2.4398917941e+00,2.4291796248e+00,2.6001353957e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,261.486721,2.4371429684e+00,2.4254305057e+00,2.5684768660e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,268.191508,2.4338045909e+00,2.4212837856e+00,2.5517073757e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,274.896296,2.4298875213e+00,2.4167690075e+00,2.5341365136e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,281.601084,2.4254058983e+00,2.4118881013e+00,2.5166233221e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,288.305872,2.4203747961e+00,2.4066416612e+00,2.4989631891e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,295.010659,2.4147697197e+00,2.4010318086e+00,2.4811504098e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,301.715447,2.4153105274e+00,2.3950448669e+00,2.4454451394e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,308.420235,2.3900033892e+00,2.3134478781e+00,2.4442654793e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,315.125022,2.3086792121e+00,2.2833484162e+00,2.3927974817e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,321.829810,2.3538165216e+00,2.2998588911e+00,2.3792811715e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,328.534598,2.3483391012e+00,2.2920523553e+00,2.3631683997e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,335.239385,2.3420195105e+00,2.2839649823e+00,2.3473116703e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,341.944173,2.3313500591e+00,2.2756702028e+00,2.3352945648e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,348.648961,2.3152513456e+00,2.2671140344e+00,2.3287975781e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,355.353749,2.2990637795e+00,2.2492809481e+00,2.3188526992e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,362.058536,2.2828051240e+00,2.2094328360e+00,2.2987919852e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,368.763324,2.2664670847e+00,2.1999494860e+00,2.2787015670e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,375.468112,2.2500784722e+00,2.1922625754e+00,2.2585958502e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,382.172899,2.2336462273e+00,2.1841611848e+00,2.2384744646e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,388.877687,2.2171713961e+00,2.1757084601e+00,2.2181806679e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,395.582475,2.1669121634e+00,2.1538425355e+00,2.2006658395e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,402.287263,2.1577928386e+00,2.0962962520e+00,2.1841352679e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,408.992050,2.1483296096e+00,2.0737388407e+00,2.1675820989e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,415.696838,2.1385373365e+00,2.0560986862e+00,2.1510163220e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,422.401626,2.1284180976e+00,2.0384079756e+00,2.1344212627e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,429.106413,2.1177940141e+00,2.0207282431e+00,2.1179770732e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,435.811201,2.1011439236e+00,2.0030679211e+00,2.1072321130e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,442.515989,2.0844788003e+00,1.9854283289e+00,2.0961912845e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,449.220777,2.0677897837e+00,1.9677658765e+00,2.0848652422e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,455.925564,2.0492865900e+00,1.9501004731e+00,2.0732647972e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,462.630352,2.0464789719e+00,1.9324292435e+00,2.0614014589e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,469.335140,2.0117860294e+00,1.9184750306e+00,2.0492451096e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,476.039927,1.9967466100e+00,1.8937315119e+00,2.0368402769e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,482.744715,1.9815081801e+00,1.8970577262e+00,2.0241917183e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,489.449503,1.9666993550e+00,1.8794362334e+00,2.0193239259e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,496.154291,1.9654897190e+00,1.8619350854e+00,1.9798575855e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,502.859078,1.9134738232e+00,1.8447310330e+00,1.9639821801e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,509.563866,1.9016415731e+00,1.8276253431e+00,1.9528094843e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,516.268654,1.8871275640e+00,1.8105961923e+00,1.9407866704e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,522.973441,1.8731791838e+00,1.7936395832e+00,1.9285893941e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,529.678229,1.8593015873e+00,1.7767453806e+00,1.9162935541e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,536.383017,1.8453020121e+00,1.7599208832e+00,1.9039024490e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,543.087804,1.8312139226e+00,1.7431614324e+00,1.8914018496e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,549.792592,1.8170497297e+00,1.7264731029e+00,1.8787812863e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,556.497380,1.8028220144e+00,1.7098679171e+00,1.8660467315e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,563.202168,1.7885338996e+00,1.6933264061e+00,1.8531988978e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,569.906955,1.7741937013e+00,1.6768616269e+00,1.8402432990e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,576.611743,1.7598049780e+00,1.6604840578e+00,1.8271971433e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,583.316531,1.7453732494e+00,1.6441917900e+00,1.8140343145e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,590.021318,1.7309122769e+00,1.6279843247e+00,1.8007743536e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,596.726106,1.7164117197e+00,1.6118688706e+00,1.7874180445e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,603.430894,1.7018811844e+00,1.5958478021e+00,1.7739816756e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,610.135682,1.6873373942e+00,1.5799350895e+00,1.7604669425e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,616.840469,1.6727673961e+00,1.5641303690e+00,1.7468828802e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,623.545257,1.6609981661e+00,1.5484169197e+00,1.7332393821e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,630.250045,1.6309370522e+00,1.5328059408e+00,1.7195410410e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,636.954832,1.6181666689e+00,1.5017281546e+00,1.7058118951e+00,1.4384277542e+00,1.4380442365e+00,1.4758915669e+00,5
chirp_a2,mscale,643.659620,1.6054211638e+00,1.5221734565e+00,1.6963334887e+00,1.4384277542e+00,1.4380442365e+00,1.4642899535e+00,5
chirp_a2,mscale,650.364408,1.5925613722e+00,1.4991550812e+00,1.6780927785e+00,1.4384277542e+00,1.4380442365e+00,1.4506024244e+00,5
chirp_a2,mscale,657.069196,1.5797814182e+00,1.4844487555e+00,1.6622683962e+00,1.4380442365e+00,1.4369950986e+00,1.4384277542e+00,5
chirp_a2,mscale,663.773983,1.5669165059e+00,1.4702503595e+00,1.6497460545e+00,1.4380442365e+00,1.4234730353e+00,1.4384277542e+00,5
chirp_a2,mscale,670.478771,1.5540041827e+00,1.4562046181e+00,1.6366091988e+00,1.4380442365e+00,1.4100386534e+00,1.4384277542e+00,5
chirp_a2,mscale,677.183559,1.5410606750e+00,1.4422402055e+00,1.6233262503e+00,1.4380442365e+00,1.4024377230e+00,1.4384277542e+00,5
chirp_a2,mscale,683.888346,1.5281032064e+00,1.4283362049e+00,1.6100104670e+00,1.4283362049e+00,1.3347935218e+00,1.4384277542e+00,5
chirp_a2,mscale,690.593134,1.5151365293e+00,1.4145190579e+00,1.5967182179e+00,1.4145190579e+00,1.3347935218e+00,1.4384277542e+00,5
chirp_a2,mscale,697.297922,1.5021736874e+00,1.4007924836e+00,1.5834467588e+00,1.4007924836e+00,1.3347935218e+00,1.4384277542e+00,5
chirp_a2,mscale,704.002709,1.4892320546e+00,1.3871583734e+00,1.5701974740e+00,1.3871583734e+00,1.3347935218e+00,1.4384277542e+00,5
chirp_a2,mscale,710.707497,1.4763132998e+00,1.3736226117e+00,1.5569870676e+00,1.3736226117e+00,1.3347935218e+00,1.4384277542e+00,5
chirp_a2,mscale,717.412285,1.4634058515e+00,1.3601868546e+00,1.5438132820e+00,1.3601868546e+00,1.3290145215e+00,1.4384277542e+00,5
chirp_a2,mscale,724.117073,1.4505300498e+00,1.3440208448e+00,1.5306854796e+00,1.3440208448e+00,1.3169153948e+00,1.4384277542e+00,5
chirp_a2,mscale,730.821860,1.4376933723e+00,1.3340596957e+00,1.5176093951e+00,1.3153457132e+00,1.3049105125e+00,1.4363028266e+00,5
chirp_a2,mscale,737.526648,1.4249017986e+00,1.3319063713e+00,1.5045894982e+00,1.3153457132e+00,1.2930139735e+00,1.4249017986e+00,5
chirp_a2,mscale,744.231436,1.4121590559e+00,1.3201909919e+00,1.4916312575e+00,1.3150805989e+00,1.2812237751e+00,1.4121590559e+00,5
chirp_a2,mscale,750.936223,1.3994723910e+00,1.3069015611e+00,1.4787548147e+00,1.3069015611e+00,1.2695403912e+00,1.3994723910e+00,5
chirp_a2,mscale,757.641011,1.3868495329e+00,1.2940790017e+00,1.4659451398e+00,1.2940790017e+00,1.2579557278e+00,1.3868495329e+00,5
chirp_a2,mscale,764.345799,1.3742953708e+00,1.2814378696e+00,1.4531980842e+00,1.2814378696e+00,1.2464835973e+00,1.3742953708e+00,5
chirp_a2,mscale,771.050587,1.3618157073e+00,1.2689373575e+00,1.4405260967e+00,1.2689373575e+00,1.2351243132e+00,1.3618157073e+00,5
chirp_a2,mscale,777.755374,1.3494012020e+00,1.2565751718e+00,1.4279347317e+00,1.2565751718e+00,1.2238813087e+00,1.3494012020e+00,5
chirp_a2,mscale,784.460162,1.3370647890e+00,1.2443573591e+00,1.4154319317e+00,1.2443573591e+00,1.2127554124e+00,1.3370647890e+00,5
chirp_a2,mscale,791.164950,1.3248126692e+00,1.2322869360e+00,1.4030167141e+00,1.2322869360e+00,1.2017490388e+00,1.3248126692e+00,5
chirp_a2,mscale,797.869737,1.3126491252e+00,1.2203415387e+00,1.3906951043e+00,1.2203415387e+00,1.1908724679e+00,1.3126491252e+00,5
chirp_a2,mscale,804.574525,1.3005753853e+00,1.2085339054e+00,1.3784696858e+00,1.2085339054e+00,1.1801145660e+00,1.3005753853e+00,5
chirp_a2,mscale,811.279313,1.2885968325e+00,1.1968653978e+00,1.3663619752e+00,1.1968653978e+00,1.1694741206e+00,1.2885968325e+00,5
chirp_a2,mscale,817.984101,1.2767147632e+00,1.1853362483e+00,1.3543420285e+00,1.1853362483e+00,1.1589546441e+00,1.2767147632e+00,5
chirp_a2,mscale,824.688888,1.2649437976e+00,1.1739471236e+00,1.3424244661e+00,1.1739471236e+00,1.1485627903e+00,1.2649437976e+00,5
chirp_a2,mscale,831.393676,1.2532643243e+00,1.1627021223e+00,1.3306147838e+00,1.1627021223e+00,1.1382932223e+00,1.2532643243e+00,5
chirp_a2,mscale,838.098464,1.2416892010e+00,1.1515966276e+00,1.3189163814e+00,1.1515966276e+00,1.1281526967e+00,1.2416892010e+00,5
chirp_a2,mscale,844.803251,1.2302213054e+00,1.1406386404e+00,1.3073319670e+00,1.1406386404e+00,1.1181382953e+00,1.2302213054e+00,5
chirp_a2,mscale,851.508039,1.2188612238e+00,1.1298132408e+00,1.2958636198e+00,1.1298132408e+00,1.1123830432e+00,1.2188612238e+00,5
chirp_a2,mscale,858.212827,1.2076137372e+00,1.1191235415e+00,1.2845123195e+00,1.1191235415e+00,1.1123830432e+00,1.2076137372e+00,5
chirp_a2,mscale,864.917615,1.1964788818e+00,1.1085724824e+00,1.2732969899e+00,1.1123830432e+00,1.1085724824e+00,1.1964788818e+00,5
chirp_a2,mscale,871.622402,1.1854604775e+00,1.0981596881e+00,1.2622048819e+00,1.1123830432e+00,1.0981596881e+00,1.1854604775e+00,5
chirp_a2,mscale,878.327190,1.1745636596e+00,1.0878847470e+00,1.2512199103e+00,1.1123830432e+00,1.0878847470e+00,1.1745636596e+00,5
chirp_a2,mscale,885.031978,1.1638015907e+00,1.0777509681e+00,1.2403582548e+00,1.1123830432e+00,1.0777509681e+00,1.1638015907e+00,5
chirp_a2,mscale,891.736765,1.1531535057e+00,1.0677546188e+00,1.2296214742e+00,1.1123830432e+00,1.0677546188e+00,1.1531535057e+00,5
chirp_a2,mscale,898.441553,1.1426235813e+00,1.0579025407e+00,1.2190121185e+00,1.1123830432e+00,1.0579025407e+00,1.1426235813e+00,5
chirp_a2,mscale,905.146341,1.1322242716e+00,1.0482050781e+00,1.2085283265e+00,1.1123830432e+00,1.0482050781e+00,1.1322242716e+00,5
